"","","","","","","","","Survey","Question 1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q9","Q10","Q11","Q12","Q13","Q14","Q14"
"10/28/2022 3:57PM","10/28/2022 3:57PM","10/28/2022 3:57PM - 10/28/2022 4:57PM",16.549,"Yes","63532dffef00220b2d339054","0.0","0.0","Participant 436",,2,4,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",5,4,4,4,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"10/22/2022 09:23AM","10/22/2022 09:24AM","10/22/2022 09:23AM - 10/22/2022 10:23AM",71.07,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,7,1,7,4,4,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/22/2022 11:51AM","10/22/2022 11:51AM","10/22/2022 11:51AM - 10/22/2022 12:51PM",34.533,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,6,1,5,6,4,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/22/2022 3:37PM","10/22/2022 3:38PM","10/22/2022 3:37PM - 10/22/2022 4:37PM",48.67,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,4,1,4,3,6,6,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/22/2022 5:07PM","10/22/2022 5:07PM","10/22/2022 5:07PM - 10/22/2022 6:07PM",23.881,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,4,1,4,4,4,4,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/22/2022 7:06PM","10/22/2022 7:07PM","10/22/2022 7:05PM - 10/22/2022 8:05PM",54.129,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",6,4,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/23/2022 09:57AM","10/23/2022 09:58AM","10/23/2022 09:51AM - 10/23/2022 10:51AM",46.278,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,4,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",4,5,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/23/2022 11:35AM","10/23/2022 11:36AM","10/23/2022 11:34AM - 10/23/2022 12:34PM",38.171,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,7,2,,,,,3,"ENVIRONMENT : “I was noticing the environment, e.g. looking at the trees”",4,6,3,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/23/2022 3:58PM","10/23/2022 3:59PM","10/23/2022 3:18PM - 10/23/2022 4:18PM",33.814,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,6,1,6,4,4,4,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"10/23/2022 5:46PM","10/23/2022 5:46PM","10/23/2022 5:46PM - 10/23/2022 6:46PM",47.699,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,1,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",7,1,5,3,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/23/2022 7:57PM","10/23/2022 7:57PM","10/23/2022 7:42PM - 10/23/2022 8:42PM",29.133,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,1,1,2,1,6,6,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/24/2022 11:22AM","10/24/2022 11:22AM","10/24/2022 11:22AM - 10/24/2022 12:22PM",54.503,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,2,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",4,3,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/24/2022 1:15PM","10/24/2022 1:16PM","10/24/2022 1:15PM - 10/24/2022 2:15PM",55.719,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,7,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",6,6,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/24/2022 3:45PM","10/24/2022 3:45PM","10/24/2022 3:45PM - 10/24/2022 4:45PM",20.342,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,4,1,4,4,4,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/24/2022 7:53PM","10/24/2022 7:53PM","10/24/2022 7:38PM - 10/24/2022 8:38PM",34.927,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,7,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,4,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/25/2022 09:35AM","10/25/2022 09:35AM","10/25/2022 09:35AM - 10/25/2022 10:35AM",27.701,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,5,1,4,4,4,4,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/25/2022 11:47AM","10/25/2022 11:48AM","10/25/2022 11:27AM - 10/25/2022 12:27PM",26.069,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,3,1,3,3,4,4,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"10/25/2022 1:44PM","10/25/2022 1:44PM","10/25/2022 1:09PM - 10/25/2022 2:09PM",46.393,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,6,1,4,5,4,4,,,,,,,6,"getting my nails done, somewhat restful? "
"10/25/2022 3:45PM","10/25/2022 3:46PM","10/25/2022 3:29PM - 10/25/2022 4:29PM",29.754,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,4,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,4,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/25/2022 5:44PM","10/25/2022 5:44PM","10/25/2022 5:44PM - 10/25/2022 6:44PM",35.965,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,4,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",4,4,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/26/2022 09:35AM","10/26/2022 09:36AM","10/26/2022 09:18AM - 10/26/2022 10:18AM",43.137,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,1,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",1,1,7,4,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/26/2022 11:17AM","10/26/2022 11:18AM","10/26/2022 11:02AM - 10/26/2022 12:02PM",64.443,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,4,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,4,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/26/2022 2:00PM","10/26/2022 2:00PM","10/26/2022 1:49PM - 10/26/2022 2:49PM",30.04,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,4,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",4,4,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/26/2022 3:35PM","10/26/2022 3:35PM","10/26/2022 3:34PM - 10/26/2022 4:34PM",31.954,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,4,1,4,4,4,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/27/2022 09:37AM","10/27/2022 09:38AM","10/27/2022 09:22AM - 10/27/2022 10:22AM",58.638,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,4,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",5,4,1,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/27/2022 7:29PM","10/27/2022 7:29PM","10/27/2022 7:29PM - 10/27/2022 8:29PM",27.311,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,6,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",6,4,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/28/2022 09:16AM","10/28/2022 09:17AM","10/28/2022 09:08AM - 10/28/2022 10:08AM",38.431,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,5,1,6,4,4,4,,,,,,,6,"doing my makeup "
"10/28/2022 11:34AM","10/28/2022 11:34AM","10/28/2022 11:34AM - 10/28/2022 12:34PM",33.319,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,4,2,,,,,3,"ENVIRONMENT : “I was noticing the environment, e.g. looking at the trees”",7,5,4,1,6,"work"
"10/28/2022 2:00PM","10/28/2022 2:01PM","10/28/2022 1:32PM - 10/28/2022 2:32PM",25.434,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,4,2,,,,,3,"ENVIRONMENT : “I was noticing the environment, e.g. looking at the trees”",7,5,4,4,6,"work"
"10/28/2022 3:13PM","10/28/2022 3:13PM","10/28/2022 3:13PM - 10/28/2022 4:13PM",30.044,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,1,5,1,4,4,1,1,,,,,,,6,"cutting lemons at work "
"10/28/2022 5:58PM","10/28/2022 5:58PM","10/28/2022 5:53PM - 10/28/2022 6:53PM",33.277,"Yes","63533297ef00220b2d339a43","0.0","0.0","Participant 437",,2,4,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",5,4,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/22/2022 09:43AM","10/22/2022 09:44AM","10/22/2022 09:42AM - 10/22/2022 10:42AM",82.821,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,5,1,6,5,6,6,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/22/2022 11:04AM","10/22/2022 11:04AM","10/22/2022 11:03AM - 10/22/2022 12:03PM",37.616,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,5,1,5,5,6,6,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/22/2022 1:06PM","10/22/2022 1:06PM","10/22/2022 1:02PM - 10/22/2022 2:02PM",31.245,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,4,1,5,5,5,6,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/22/2022 3:09PM","10/22/2022 3:10PM","10/22/2022 3:09PM - 10/22/2022 4:09PM",32.503,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,7,1,7,6,6,6,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/22/2022 6:06PM","10/22/2022 6:08PM","10/22/2022 5:50PM - 10/22/2022 6:50PM",145.404,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,3,1,7,5,6,6,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/22/2022 7:18PM","10/22/2022 7:21PM","10/22/2022 7:16PM - 10/22/2022 8:16PM",196.407,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,5,1,3,3,4,4,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/23/2022 09:54AM","10/23/2022 09:56AM","10/23/2022 09:54AM - 10/23/2022 10:54AM",76.483,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,4,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,3,3,3,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/23/2022 11:28AM","10/23/2022 11:28AM","10/23/2022 11:26AM - 10/23/2022 12:26PM",32.726,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,2,3,1,4,4,4,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/23/2022 1:39PM","10/23/2022 1:40PM","10/23/2022 1:27PM - 10/23/2022 2:27PM",53.317,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,4,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,6,6,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"10/23/2022 3:58PM","10/23/2022 3:59PM","10/23/2022 3:57PM - 10/23/2022 4:57PM",32.043,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,3,1,4,3,4,5,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/23/2022 5:20PM","10/23/2022 5:22PM","10/23/2022 5:20PM - 10/23/2022 6:20PM",90.45,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,5,1,4,4,4,5,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/23/2022 7:12PM","10/23/2022 7:13PM","10/23/2022 7:06PM - 10/23/2022 8:06PM",26.938,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,2,1,4,4,5,5,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/24/2022 09:41AM","10/24/2022 09:42AM","10/24/2022 09:16AM - 10/24/2022 10:16AM",50.271,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,3,1,4,4,5,5,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/24/2022 11:49AM","10/24/2022 11:51AM","10/24/2022 11:37AM - 10/24/2022 12:37PM",127.174,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,4,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,4,4,4,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"10/24/2022 1:16PM","10/24/2022 1:17PM","10/24/2022 1:15PM - 10/24/2022 2:15PM",59.585,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,3,1,4,4,5,5,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/24/2022 3:45PM","10/24/2022 3:46PM","10/24/2022 3:40PM - 10/24/2022 4:40PM",34.991,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,2,1,3,3,4,4,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/24/2022 5:39PM","10/24/2022 5:39PM","10/24/2022 5:33PM - 10/24/2022 6:33PM",32.62,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,2,4,1,3,3,3,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/24/2022 7:38PM","10/24/2022 7:38PM","10/24/2022 7:35PM - 10/24/2022 8:35PM",23.935,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,5,1,5,5,6,6,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/25/2022 09:58AM","10/25/2022 09:58AM","10/25/2022 09:42AM - 10/25/2022 10:42AM",20.659,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,6,1,4,4,4,5,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/25/2022 11:31AM","10/25/2022 11:32AM","10/25/2022 11:25AM - 10/25/2022 12:25PM",21.297,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,6,1,6,6,6,6,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/25/2022 2:01PM","10/25/2022 2:02PM","10/25/2022 1:50PM - 10/25/2022 2:50PM",93.155,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,2,4,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",5,4,5,5,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"10/25/2022 3:50PM","10/25/2022 3:51PM","10/25/2022 3:35PM - 10/25/2022 4:35PM",24.873,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,7,1,6,6,6,6,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/25/2022 5:36PM","10/25/2022 5:39PM","10/25/2022 5:36PM - 10/25/2022 6:36PM",143.112,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,5,1,4,4,5,5,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/25/2022 7:32PM","10/25/2022 7:33PM","10/25/2022 7:12PM - 10/25/2022 8:12PM",17.695,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,4,1,6,6,6,6,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/26/2022 09:00AM","10/26/2022 09:01AM","10/26/2022 09:00AM - 10/26/2022 10:00AM",51.017,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,4,1,3,3,4,4,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/26/2022 11:05AM","10/26/2022 11:06AM","10/26/2022 11:02AM - 10/26/2022 12:02PM",31.537,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,5,1,4,4,4,5,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/26/2022 2:42PM","10/26/2022 2:43PM","10/26/2022 1:46PM - 10/26/2022 2:46PM",55.966,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,1,6,1,6,5,5,5,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/26/2022 3:54PM","10/26/2022 3:54PM","10/26/2022 3:36PM - 10/26/2022 4:36PM",45.342,"Yes","635366b1962aeb0b306a37b7","0.0","0.0","Participant 438",,2,5,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,5,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
